index,title,url,press,date,keyword,content,filtered,Blacklist,Scraped_date
0,[Who Is ?] 이해욱 DL그룹 회장,https://www.businesspost.co.kr/BP?command=article_view&num=309879,비즈니스포스트,2023.03.23.,카본코 CCUS 투자계획 해외,"늘린다는 계획도 내놨다. 이를 위해 2022년 10월17일 남호주 주정부와 '친환경 수소경제 활성화 촉진을 위한 공동 업무협약(MOU)'을, 2022년 10월24일 GE가스파워와 '아시아 및 오세아니아 지역 탄소 포집·활용·저장(CCUS) 기술을 접목한 친환경 발전소 건설을 위한 공동 업무협약(MOU)'을 체결했다. 또한 ...",fail,Blacklist,2023-12-27
0,"[밸류체인 변화, 혁신기업이 뛴다] 공장 배출탄소 회수한 판매액 ESG투자… 친환경시대 선두주자",http://www.dt.co.kr/contents.html?article_no=2021111002100632033001&ref=naver,디지털타임스,2021.11.09.,석유공사 CCUS 투자계획 해외,"다만 SK이노베이션은 투자 계획에 대해 ""확정된 사안은 없으며 검토 중""이라고 언급했다. ◇탄소 저장하는 CCS 사업도 착수=CCU 사업과 별개로 SK이노베이션은 탄소 포집 및 저장(CCS, Carbon Capture Storage) 기술 상용화를 위한 다양한 노력도 진행 중이다. SK이노베이션은 한국의 동해가스전을 활용한...",success,Not in Blacklist,2023-12-27
1,[Who Is ?] 최정우 포스코홀딩스 대표이사 회장,https://www.businesspost.co.kr/BP?command=article_view&num=303901,비즈니스포스트,2023.01.19.,석유공사 CCUS 투자계획 해외,"시설투자 규모가 커진 것으로 파악됐다. 이에 앞서 포스코는 2022년 2월23일 포스코에너지, 삼성물산, GS에너지, 한국석유공사, 한국남부발전과 수소와 암모니아 등 청정에너지 사업을 공동으로 추진하기 위한 협약(MOU)을 체결했다. 이들 6개 기업은 에서 생산된 청정에너지를 도입·저장하기 위한...",fail,Blacklist,2023-12-27
2,[창간특집] 수소산업 글로벌 선도 방안은,http://www.todayenergy.kr/news/articleView.html?idxno=252426,투데이에너지,2022.09.19.,석유공사 CCUS 투자계획 해외,"수소펀드 투자 대상 중소·중견의 R&D, 기술 사업화, 수요처 발굴 등 지원에 나선다. 이를 위해 한국전력공사는 우수한 기술 및 제품을 해외에 시범 적용하고 협력 연구 개발 사업을 지원하고 한국석유공사는 수소·암모니아 국내 도입 인프라 구축·운영 사업에 납품 및 참여기회를 확대한다. 한국가스는...",fail,Not in Blacklist,2023-12-27
3,5월 4주 주요 제조업 전망,http://www.laborplus.co.kr/news/articleView.html?idxno=29192,참여와혁신,2022.05.25.,석유공사 CCUS 투자계획 해외,"단체협약 위반 및 국내 투자 계획이 부재하다는 것. 일각에서는 이번 국내 투자 계획 발표가 '노동조합 달래기용'이라는 지적이 있지만, 전 세계... 0) ▷ 전망 - 한국석유공사 석유동향팀, 20일 유가정보 서비스 오피넷에 '2022년 5월 3주 주간 국내유가동향' 발표. 5월 3주 주유소 휘발유 판매가격은 전주...",fail,Not in Blacklist,2023-12-27
4,"[수소 경제 내비게이션-③] ""수소 강국 도약 위해 기업 뒷받침 절실""…尹 정부서 수소법 개정안 통과되나",http://www.todaykorea.co.kr/news/articleView.html?idxno=298301,투데이코리아,2022.04.08.,석유공사 CCUS 투자계획 해외,"이같은 대규모 투자의 일환으로 한화는 지난달 18일 암모니아 기반 수소 사업을 위해 한국석유공사, 원익머트리얼즈와 '친환경 수소·암모니아 밸류체인... 나갈 계획이다""고 밝혔다. 플랜트 사업에서 강점을 보여 온 삼성엔지니어링은 풍부한 경험과 기술 전문성, 네트워크를 바탕으로 청정 수소와 청정...",fail,Not in Blacklist,2023-12-27
5,건설업계 '친환경 패러다임' 차세대 먹거리로 부상,http://www.newsprime.co.kr/news/article.html?no=562480,프라임경제,2022.03.04.,석유공사 CCUS 투자계획 해외,"업계 관계자는 ""ESG와 탄소중립, 친환경이 사회 주요 쟁점으로 떠오르면서 건설사들은 저마다 개성 있는 계획을 바탕으로 투자를 아끼지 않고 있다... 한국석유공사 △한국남부발전과 수소·암모니아 등 청정에너지 사업을 공동으로 추진하기 위한 협약(MOU)을 체결했다. 이번 협약으로 에서 생산한...",success,Not in Blacklist,2023-12-27
0,[기업 in] CCUS 기술로 주목받는 로우카본,http://www.e2news.com/news/articleView.html?idxno=245938,이투뉴스,2022.09.26.,로우카본 CCUS 투자계획 해외,"국내업체 최초로 DAC 제품화·상용화하는 기술력 보유 해외진출도 성과…베트남 계약 이어 美, 中도 곧 결실 ▲전남 강진의 로우카본 본사 전경.... 투자계획에 대해 묻자 그동안 기술에 대한 R&D 부문에 투자가 집중됐다면 이제는 의 기술을 사업화할 시설에 하려 한다며 이산화탄소 포집·전환...",fail,Not in Blacklist,2023-12-27
1,"[인터뷰] 이철 로우카본 대표 ""CCUS 기술력 바탕, 전세계 탄소중립 실현 기여""",http://www.gasnews.com/news/articleView.html?idxno=106919,가스신문,2022.09.26.,로우카본 CCUS 투자계획 해외,"구체적으로는 청정수소 클러스터 조성 사업, 이산화탄소 포집, 활용, 저장(CCUS) 사업 등이 있습니다. 또한, 국내 대기업 건설회사의 해외 진출에 로우카본의 기술을 적용하기 위한 협력을 강화하고 있습니다. *향후 투자계획 및 정부정책에 바라는 점은 -그동안 기술에 대한 R&D에 에 집중하였다면 이제는...",fail,Not in Blacklist,2023-12-27
2,[인터뷰] CCUS기술 제품화로 주목받는 로우카본 이철 대표이사,http://www.e2news.com/news/articleView.html?idxno=245939,이투뉴스,2022.09.26.,로우카본 CCUS 투자계획 해외,투자계획에 대해 묻자 그동안 기술에 대한 R&D 부문에 투자가 집중됐다면 이제는 로우카본의 기술을 사업화할 시설에 투자하려 한다며 이산화탄소 포집... 아울러 해외의 경우 미국 현지에서 우리 기술로 셰일가스를 개질해 청정수소를 생산하는 기지를 구축 중이라며 곧 성과가 가시화될 것이라고 덧붙였다....,fail,Not in Blacklist,2023-12-27
3,[인터뷰] 이철 /(주)로우카본 대표…수소생태계 구현,http://www.energydaily.co.kr/news/articleView.html?idxno=130968,에너지데일리,2022.09.26.,로우카본 CCUS 투자계획 해외,"향후 투자계획과 관련해선 그동안 기술에 대한 R&D에 투자를 집중했지만 이제는 로우카본의 기술을 사업화할 시설에 투자할 것이라고 밝혔다. 그는 ""현재, KLC. GTS 등 생산 시설에 대한 증설 공사가 진행 중이고, 청정수소 생산 및 유통을 일괄하는 수소 클러스터 사업을 준비하고 있다""며 ""에서는 미국...",success,Not in Blacklist,2023-12-27
0,"기후단체 ""포스코인터내셔널, 붕아 신규 가스전 탐사... 韓·印尼, '국제 메탄 서약' 역행""",http://www.newsroad.co.kr/news/articleView.html?idxno=24715,뉴스로드,2023.08.21.,포스코인터내셔널 CCUS 투자계획 해외,"포스코인터내셔널은 붕아 가스 프로젝트를 포함해 오는 2025년까지 해양 석유가스 탐사 프로젝트에 최대 10억 달러(약 1조3000억원)를 투자할 계획으로 알려져 있다. 페르타미나(Pertamina)에 의하면 탐사 단계의 첫 3년 동안만 400만 달러 (약 52억원)가 필요한데, 자원개발의 전례를 보면 한국 정부가 이...",fail,Not in Blacklist,2023-12-27
1,[김성우 칼럼]CCUS는 탄소감축을 넘어 미래 먹거리다,https://www.ekn.kr/web/view.php?key=20230730010008324,에너지경제,2023.07.30.,포스코인터내셔널 CCUS 투자계획 해외,"미국의 대표적인 석유회사인 엑손모빌(ExxonMobil)은 2027년까지 170억달러 규모의 저탄소투자 계획에 CCUS를 포함했고, 유럽의 석유회사들은 북해... SK E&S, 삼성중공업, 포스코인터내셔널 등은 국내에서 포집한 탄소를 동티모르, 말레이지아, 호주 등 로 이송해 저장하는 사업을 추진 중이다. 하지만 이...",fail,Not in Blacklist,2023-12-27
2,[Who Is ?] 최정우 포스코홀딩스 대표이사 회장,https://www.businesspost.co.kr/BP?command=article_view&num=321049,비즈니스포스트,2023.07.13.,포스코인터내셔널 CCUS 투자계획 해외,"재무실장, 포스코건설 경영기획본부 기획재무실장 등 포스코그룹의 재무부문에서 주로 근무했다. 회장 직속 정도경영실 실장과 포스코인터내셔널... 최정우는 해외 투자자들과 만나 포스코홀딩스의 경영 및 재무 건전성 제고 성과와 미래 성장사업 진행 현황 및 , 지배구조의 투명성, 주주환원 정책...",fail,Blacklist,2023-12-27
3,"[컨콜 종합] 포스코홀딩스, 2분기 영업이익 1.3조원…시장 기대치 충족",http://www.inews24.com/view/1615847,아이뉴스24,2023.07.24.,포스코인터내셔널 CCUS 투자계획 해외,포스코인터내셔널은 글로벌 트레이닝 사업이 성장세를 보였다. 철강 트레이닝은 풍력과 태양광용 고장력강 등 고수익 철강재 판매가 증가하는 등... 포스코홀딩스는 중장기 투자 계획에 따른 대규모 자금 소요와 관련해 단기적으로 자체 자금으로도 충분히 실현 가능하다는 입장이다. 김승준 홀딩스...,fail,Blacklist,2023-12-27
4,창간르포_포스코인터내셔널 LNG 밸류체인의 핵심…광양 LNG터미널,https://www.electimes.com/news/articleView.html?idxno=320046,전기신문,2023.05.18.,포스코인터내셔널 CCUS 투자계획 해외,"나갈 계획이다. 지난 15일 직접 광양 LNG터미널을 다녀왔다. ◆지리적 이점 많아, 해외 선박들도 터미널 자주 이용 서울역에서 순천역까지 기차로... 포스코인터내셔널은 이 사업들을 위해 2025년까지 총 3조8000억원을 할 이다. 세넥스 육상광구 개발, 마하 가스전, 동남아 탐사 등 E&P...",fail,Not in Blacklist,2023-12-27
5,[Who Is ?] 최정우 포스코홀딩스 대표이사 회장,https://www.businesspost.co.kr/BP?command=article_view&num=303901,비즈니스포스트,2023.01.19.,포스코인터내셔널 CCUS 투자계획 해외,"재무실장, 포스코건설 경영기획본부 기획재무실장 등 포스코그룹의 재무부문에서 주로 근무했다. 회장 직속 정도경영실 실장과 포스코인터내셔널... 최정우는 해외 투자자들과 만나 포스코홀딩스의 경영 및 재무 건전성 제고 성과와 미래 성장사업 진행 현황 및 , 지배구조의 투명성, 주주환원 정책...",fail,Blacklist,2023-12-27
6,[2023경영비전-포스코] “위기를 기회로”...7대 핵심사업 키운다,http://www.mediapen.com/news/view/787006,미디어펜,2023.01.17.,포스코인터내셔널 CCUS 투자계획 해외,"인도네시아, 인도, 호주, 북미 등지의 해외 철강 사업에도 적극적으로 나설 계획이다. 업계에 따르면 포스코그룹은 서호주 지역에 '그린 클러스터'를... 포스코인터내셔널은 지난 1일 포스코에너지와 공식 합병하며 '종합상사'를 넘어 에너지 전문기업으로 발돋움했다. 특히 생산, 저장, 발전에 이르기까지 LNG 전...",fail,Not in Blacklist,2023-12-27
7,12월 1주차 국내 ESG 핫클립,http://www.impacton.net/news/articleView.html?idxno=10444,임팩트온,2주 전,포스코인터내셔널 CCUS 투자계획 해외,"SK이노베이션은 SK트레이딩인터내셔널(SKTI)과 공동 투자를 통해 폐자원 원료 업체인 대경오앤티 지분 100%를 확보, 바이오 원료 기반 SAF 생산에 필요한 원료를 공급받을 예정이다. GS칼텍스는 포스코인터내셔널과 인도네시아에 바이오 원료 정제 시설을 짓는다. 에쓰오일은 정부의 바이오연료 실증연구에...",fail,Blacklist,2023-12-27
8,ESG경영 확장하는 포스코그룹...한전/GS칼텍스와 손잡고 '그린사업' 추진,http://www.wsobi.com/news/articleView.html?idxno=160905,여성소비자신문,2022.05.02.,포스코인터내셔널 CCUS 투자계획 해외,"개발과 CCUS(탄소 포집/활용/저장)기술 고도화 등에 대해서도 공동 연구를 추진한다. 특히 포스코홀딩스는 이번 협약을 토대로 한국전력과 함께 2027년 청정 수소ㆍ암모니아 도입을 목표로 사우디, 칠레 등 해외 블루ㆍ그린 수소 생산 프로젝트 공동개발/를 검토한다는 이다. 도...",success,Not in Blacklist,2023-12-27
9,"포스코그룹, 친환경사업 협업 강화",http://www.opinionnews.co.kr/news/articleView.html?idxno=66623,오피니언뉴스,2022.05.01.,포스코인터내셔널 CCUS 투자계획 해외,"개발과 CCUS(탄소 포집/활용/저장)기술 고도화 등에 대해 공동 연구를 추진한다. 포스코홀딩스는 한국전력과 2027년 청정 수소·암모니아 도입을 목표로 사우디 아라비아, 칠레 등 해외 블루·그린 수소 생산 프로젝트 공동개발, 를 검토한다는 이다. 도 GS칼텍스와 팜유를 기반으로...",fail,Not in Blacklist,2023-12-27
10,"포스코, 신사업 육성…수익성·지속가능성 향상 모색",http://www.mediapen.com/news/view/720867,미디어펜,2022.05.02.,포스코인터내셔널 CCUS 투자계획 해외,"포집·활용·저장(CCUS) 기술 고도화 등의 분야에서 협력하기로 했다. 4월29일 (뒷줄 왼쪽부터) 정승일 한국전력공사 사장, 최정우 포스코그룹 회장 등이... 등 해외 블루·그린수소 프로젝트 공동개발 및 투자도 검토한다는 이다. 자회사 도 GS칼텍스와 손잡고 친환경 바이오사업을...",success,Not in Blacklist,2023-12-27
11,다가오는 저탄소사회…앞장 서는 포스코,http://www.inews24.com/view/1328780,아이뉴스24,2020.12.22.,포스코인터내셔널 CCUS 투자계획 해외,"대규모 투자를 추진할 계획이다. 이를 통해 2025년까지 부생수소 생산 능력을 7만톤으로 늘리고, 2030년까지 글로벌기업과 손잡고 블루수소(천연가스 등... 포스코인터내셔널은 해외네트워크를 활용해 정부의 수소 도입 사업과 수소 프로젝트에 참여하며, 에너지는 수소 전용 터미널을 구축함과...",fail,Not in Blacklist,2023-12-27
12,[Who Is ?] 박찬구 금호석유화학 회장,https://www.businesspost.co.kr/BP?command=article_view&num=288541,비즈니스포스트,2022.08.01.,포스코인터내셔널 CCUS 투자계획 해외,"해외영업팀, 수지영업담당, 영업본부장 등을 역임했다. 박주형 전무는 1980년 태어나 이화여자외국어고등학교와 이화여자대학교 특수교육학과를 나와... 인터내셔널(현 포스코대우)에 입사했다. 2015년 금호석유화학 구매·자금관리담당 임원으로 자리를 옮겼다. 금호석유화학 실적. △미래사업 위한 ...",fail,Blacklist,2023-12-27
13,"[기업 생존전략 ESG 경영⑦] 송재형 ""리스크 관리 전략이 핵심…지속가능한 균형점 찾아야""",http://www.ntoday.co.kr/news/articleView.html?idxno=80539,투데이신문,2021.09.20.,포스코인터내셔널 CCUS 투자계획 해외,또 해외 평가기관과의 접촉도 늘려 한국 기업들이 잘하는 사례를 제공하려 한다. Q. ESG 경영 확산을 위한 현실적 지원책을 마련해야 하는 입장인데 어떤 것을 준비하고 있나. 지난 5월 K-ESG얼라이언스 회원을 대상으로 ESG 친환경과 관련 정책건의과제 등을 조사했다. 그 결과를 토대로 최근...,fail,Not in Blacklist,2023-12-27
14,"탄소중립 핵심 수소경제, 공룡들이 움직인다[2021년 신년특집]",http://amenews.kr/news/view.php?idx=44113,신소재경제신문,2021.01.08.,포스코인터내셔널 CCUS 투자계획 해외,"대규모 투자를 추진할 계획이다. 이를 통해 2025년까지 부생수소 생산 능력을 7만톤으로 늘리고, 2030년까지 글로벌기업과 손잡고 ‘블루수소’를 50만... 포스코인터내셔널은 해외네트워크를 활용해 정부의 수소 도입 사업과 수소 프로젝트에 참여하며, 에너지는 수소 전용 터미널을 구축함과...",fail,Blacklist,2023-12-27
0,"[르포] 굴뚝에서 돈 번다…""탄소만 골라내 액화탄산 생산""",https://www.sedaily.com/NewsView/29YNURGU1K,서울경제언론사 선정,20시간 전,탄소포집저장 투자,SGC에너지는 2021년 말 한국전력공사의 이산화탄소 포집 기술을 도입하고 지난해 5월에는 설비 구축을 위해 570억 원을 투자했다. CCU 과정은 생각보다... 이산화탄소를 선택적으로 포집하고 바로 옆에 위치한 재생탑에서 증기로 가열해 고순도의 이산화를 뽑아낸다. 이후 액화 설비에서 영하...,fail,Not in Blacklist,2023-12-27
1,탄소중립 이루고 지역소멸 막자… 남해안 청정가스 통합 배관망 포럼,http://moneys.mt.co.kr/news/mwView.php?no=2023122617151032704,머니S,16시간 전,탄소포집저장 투자,"기후변화 대응, 인구감소 및 지역소멸 위기극복을 위한 '남해안 청정가스 통합 배관망 구축'과 '에너지 허브 조성' 등 대규모 민간투자 방안에 대한 전략을... '묘도 에코 에너지 허브 사업'은 여수광양만권 묘도에서 LNG 저장·반출 등이 가능한 LNG터미널을 비롯해 수소, 암모니아, ·활용·(CCUS)...",fail,Not in Blacklist,2023-12-27
2,탄소중립 꿈의 기술?...국내 기업 CCUS에 너도나도[ESG워치],http://www.edaily.co.kr/news/newspath.asp?newsid=01207046635842456,이데일리,1일 전,탄소포집저장 투자,"2050년 탄소중립(넷제로)을 위한 필수 수단으로 CCUS(탄소 포집·활용·저장) 기술이 부각되면서 탄소집약도가 높은 석유화학사를 비롯해 건설, 철강... 그러나 우리나라는 기술개발(R&D) 투자 확대에도 불구하고 CCUS 기술 보급 활성화와 상용화 촉진 제도 미비로 인해 전반적 기술 수준 및 상용화 수준이...",fail,Not in Blacklist,2023-12-27
3,시멘트·콘크리트 산업 탄소제로 로드맵 뜯어봤더니..,https://www.smarttoday.co.kr/news/articleView.html?idxno=40489,스마트투데이,18시간 전,탄소포집저장 투자,"또 포집된 탄소를 운송, 저장 또는 활용하는 접근방식도 문제다. CCUS와 관련된 이러한 위험은 특히 콘크리트 수요가 증가하는 남반구 국가의 현안이 된다. 따라서 향후 10년의 핵심 과제는 주로 연구 개발, 규제 프레임워크, , 운송 및 인프라 구축을 통해 CCUS의 기반을 마련하는 것이다....",fail,Not in Blacklist,2023-12-27
4,"여수시, 여수국가산단 3개 기업과 7500억원 규모 투자협약",http://www.fnnews.com/news/202312201257060690,파이낸셜뉴스,6일 전,탄소포집저장 투자,7000억원 투자를 계획 중이다. 금호석유화학㈜는 국가산단 내 발전소로부터 포집된 이산화탄소 가스의 포집 설비를 2026년까지 320억원 규모로 증설할... 이산화탄소 가스를 이용해 액화 이산화탄소를 생산·저장하는 제조시설을 2025년까지 170억원 규모로 신설할 예정이다. 여수시는 이번 로 200여개의...,success,Not in Blacklist,2023-12-27
5,"NH투자증권-4EN, 업계최초 바이오차 생산 사업장 준공식 개최",http://www.beyondpost.co.kr/view.php?ud=20231222100902980938d8c90887_30,비욘드포스트,5일 전,탄소포집저장 투자,"NH투자증권은 바이오차 생산기업인 ㈜4EN(포이엔)과 경기도 안성시에서 차세대 토양개량제인 바이오차 제조시설의 준공식을 개최했다고 22일 밝혔다.... 바이오차는 토양 및 반영구 물질에 탄소를 격리한다는 특징을 갖고 있어 정부간 협의체(IPCC)에서 저감 방안으로 승인됐으며, ·활용·...",success,Not in Blacklist,2023-12-27
6,"전남도, 1조원 투자 유치 성공",http://amenews.kr/news/view.php?idx=56064,신소재경제신문,6일 전,탄소포집저장 투자,규모의 투자와 1천117명의 신규 일자리 창출을 약속했다. 금호석유화학은 여수 국가산단 일원에서 운영 중인 발전소의 배기가스에서 이산화탄소를 포집... 에너지저장장치(ESS)를 제조하는 공장을 짓는다. 또한 월드콥터 코리아(주)는 광양 명당3지구에 화물운송 로봇 헬리콥터 생산 공장을 지을 예정이다. 이...,success,Not in Blacklist,2023-12-27
7,"과기정통부, '탄소중립 기술혁신 전략 로드맵' 발표",https://www.asiatoday.co.kr/view.php?key=20231219010011698,아시아투데이,7일 전,탄소포집저장 투자,"국가과학기술자문회의 산하 제8회 탄소중립기술특위 탄소중립 선박, 제로에너지건물, 태양광 분야 이산화탄소 포집·활용 기술 고도화 전략 제시... 연료를 운송·저장하는 과정에서 발생하는 증발가스, 엔진에서 연료를 연소시키는 과정에서 발생하는 연료 슬립 및 배기가스를 후처리해 배출을 감축하는...",fail,Not in Blacklist,2023-12-27
8,“골칫거리 이산화탄소 배출 해결” KAIST ‘인공광합성’ 기술 상용화 추진,http://news.heraldcorp.com/view.php?ud=20231221000714,헤럴드경제,5일 전,탄소포집저장 투자,합작투자형 연구소기업이다. 인공광합성 기술을 활용해 2050년 탄소중립 달성과 인류 난제인 기후위기 해결이라는 목표를 담아 설립했다. 지난해 2월... 인공광합성연구소는 중장기적으로 탄소중립을 위한 게임 체인저 기술 개발을 위해 ▷태양광 에너지를 활용·전환하는 분야 ▷이산화를 ·(CCUS)...,success,Not in Blacklist,2023-12-27
9,탄소포집 저장 기술 기후 리더십 실종,http://www.cctimes.kr/news/articleView.html?idxno=779994,충청타임즈,7일 전,탄소포집저장 투자,"빌 게이츠는 이 방식의 탄소포집 기술기업에 연구개발비를 투자했다. EU, 미국, 일본은 이미 DAC 연구개발에 막대한 재원을 투입하고 있다. 국제에너지기구(IEA)는 2030년에는 DAC를 통해 6900만t의 이산화탄소가 포집될 것이라고 관측했다. 은 타국에서 배출되는 이산화를 지하 나...",fail,Not in Blacklist,2023-12-27
10,"여수, 국가산단 3개사와 발전·생산시설 7500억원 투자협약 체결",https://www.asiatoday.co.kr/view.php?key=20231221010013289,아시아투데이,6일 전,탄소포집저장 투자,원 투자를 계획 중이다. 금호석유화학㈜는 국가산단 내 발전소로부터 포집된 이산화탄소 가스의 포집 설비를 2026년까지 320억 원 규모로 증설할... 이산화탄소 가스를 이용해 액화 이산화탄소를 생산·저장하는 제조시설을 2025년까지 170억 원 규모로 신설할 계획이다.여수시는 이번 로 200여 개의 일자리...,success,Not in Blacklist,2023-12-27
11,"SK, 아시아 자발적 탄소배출권 시장 확장 앞장",https://zdnet.co.kr/view/?no=20231210094951,지디넷코리아언론사 선정,2주 전,탄소포집저장 투자,"탄소배출권 시장(EPCM) 연합’ 구축을 위한 다자간 업무협약식을 개최했다고 10일 밝혔다. 다자간 업무협약식에는 SK㈜, SK E&S, 에코시큐리티, 신한투자... 또한 ▲수소생산 ▲플라스틱 재활용 ▲탄소포집 및 저장 등 12개 유망 저감 기술을 대상으로 감축 인증 방법론을 지속적으로 개발하는...",fail,Not in Blacklist,2023-12-27
12,"SK, 亞 최초 자발적 탄소배출권 시장 연합 구축",http://www.newsis.com/view/?id=NISX20231210_0002552400&cID=13001&pID=13000,뉴시스,2주 전,탄소포집저장 투자,또한 ▲수소생산 ▲플라스틱 재활용 ▲탄소포집 및 저장 등 12개 유망 탄소저감 기술을 대상으로 탄소감축 인증 방법론을 지속적으로 개발하는 동시에 EPC를 발행∙거래를 확대할 방침이다. 김무환 SK㈜ 그린투자센터장은 “‘EPCM 연합’은 적극적인 감축 활동을 추진해 전 세계가 직면한...,success,Not in Blacklist,2023-12-27
13,탄소포집 저장 기술 기후 리더십 실종,http://www.cctimes.kr/news/articleView.html?idxno=779994,충청타임즈,7일 전,탄소포집저장 투자,"빌 게이츠는 이 방식의 탄소포집 기술기업에 연구개발비를 투자했다. EU, 미국, 일본은 이미 DAC 연구개발에 막대한 재원을 투입하고 있다. 국제에너지기구(IEA)는 2030년에는 DAC를 통해 6900만t의 이산화탄소가 포집될 것이라고 관측했다. 은 타국에서 배출되는 이산화를 지하 나...",fail,Not in Blacklist,2023-12-27
14,"SK E&S, 블루수소 통해 글로벌 탄소중립 확대",http://www.newsis.com/view/?id=NISX20231203_0002543970&cID=13001&pID=13000,뉴시스언론사 선정,3주 전,탄소포집저장 투자,"블루수소란 천연가스를 개질해 수소를 추출하는 과정에서 이산화탄소를 포집·저장 기술(CSS)을 통해 탄소 배출을 줄인 수소를 말한다. SK E&S는 블루수소 생태계 구축에 과정에 6조7000억원의 대규모 투자가 이뤄져 10만5000명의 일자리와 59조원 규모의 사회·경제적 편익이 창출되고, 연간 220만톤의...",fail,Not in Blacklist,2023-12-27
15,"[비즈 칼럼] 이산화탄소 포집과 저장, 선택인가 필수인가",https://www.joongang.co.kr/article/25215460,중앙일보,1주 전,탄소포집저장 투자,"이를 위해 에너지 전환을 필두로 전기화, 에너지 효율 등 해법이 제시되고 있으며, CCS(이산화탄소 포집·저장)도 CO2 배출 저감의 핵심 기술로 주목받고... CCS 기술은 검증된, 안전한, 반드시 필요한 기술이며, 정부는 CCS 기술에 대해 즉시, 지속적으로, 대규모로 해야 한다고 촉구하는 호주의 기업과...",fail,Not in Blacklist,2023-12-27
16,탄소국경세로 높아진 석유화학 무역장벽…2024년 화두 '친환경',http://www.goodkyung.com/news/articleView.html?idxno=224825,굿모닝경제,5일 전,탄소포집저장 투자,"유럽연합(EU)이 유예기간을 거쳐 오는 2026년부터 탄소국경조정제도(CBAM)을 본격 시행할 예정인 가운데 국내 석유화학 업계가 탄소 포집·활용·저장... 각 사는 탄소포집 핵심 기술과 노하우를 활용해 탄소포집 공정을 개선하고, 유망 기술을 함께 발굴하고 하기로 했다. ◇2030년 EU에 부담해야 하는...",fail,Not in Blacklist,2023-12-27
17,"최정우 포스코 회장 ""탄소중립 도전에 기술혁신 속도 높이자""",https://www.yna.co.kr/view/AKR20231205084600003?input=1195m,연합뉴스,3주 전,탄소포집저장 투자,"최 회장은 이어 ""철강업계의 탄소중립을 향한 여정은 이미 시작됐다""며 저탄소 신기술 및 공정에 대한 투자 역시 지속가능한 방식으로 이뤄져야 한다고... 행사에서는 수소 환원 제철 기술과 탄소 포집·저장·활용(CCUS) 기술로 대표되는 철강산업의 저 혁신 기술 성과를 공유하고 중립 달성을 앞당기기...",fail,Not in Blacklist,2023-12-27
18,"SK, 탄소배출권 거래 위해 亞 첫 연합체 구축",https://www.donga.com/news/Economy/article/all/20231210/122564404/1,동아일보,2주 전,탄소포집저장 투자,탄소를 배출한 기업들이 인증센터를 통해 탄소배출권을 사는 동시에 탄소 감축 기술 기업에 투자한다는 의미다. 업무협약 참여자들은 내년 EPC 최초 발행을 공동 추진한다. 또 △수소 생산 △플라스틱 재활용 △탄소 포집 및 저장 등 12개 유망 탄소저감 기술을 개발해 EPC의 발행 및 거래를 확대한다는...,success,Not in Blacklist,2023-12-27
19,석유 업계의 '탄소 감축' 약속에 숨어있는 함정[커버링 클라이밋 나우],https://www.pressian.com/pages/articles/2023121514141059266?utm_source=naver&utm_medium=search,프레시안언론사 선정,1주 전,탄소포집저장 투자,"마흐다비는 ""탄소 배출량을 줄인다고 하지만 최종 제품에는 여전히 많은 양의 탄소가 포함될 수 있다""라고 말했다. ""저탄소"" 이니셔티브에 투자하는... '저탄소 에너지'의 또 다른 핵심 기술은 ""탄소 포집 및 저장""이라고도 한다. 화석 연료 생산 및 가공에서 발생하는 오염물을 해 대기에 도달하기...",fail,Not in Blacklist,2023-12-27
20,발등의 불 '탄소국경세' 국내 석유화학 기업의 대응은?,https://www.ekoreanews.co.kr/news/articleView.html?idxno=70898,이코리아,6일 전,탄소포집저장 투자,공동 투자(10억 달러 규모) 중에 있다. 그렇다면 국내 정유 기업의 탄소포집 사업 현황은 어떨까. SK이노베이션은 한국석유공사와 함께 포집된 탄소를 동해가스전에 저장하는 프로젝트를 진행 중이다. S-OIL은 동광화학에 이산화(액화탄산)를 공급해 드라이아이스를 생산하고 있다. GS칼텍스는 한국...,fail,Not in Blacklist,2023-12-27
21,"'이산화탄소 저장' 특수분류 개발…통계청, 신산업 육성 지원",http://www.newsis.com/view/?id=NISX20231124_0002534269&cID=10401&pID=10400,뉴시스언론사 선정,2023.11.27.,탄소포집저장 투자,"통계청이 이산화탄소 포집·저장·활용 산업(CCUS)의 특수분류를 개발하기로 했다. 이형일 통계청장은 27일 정부서울청사에서 열린 '비상경제장관회의 겸 수출투자대책회의'에 참석해 신산업 분야 규제 혁신 방안의 일환으로 ""CCUS 산업 특수분류를 개발한다""고 밝혔다. CCUS 산업은 대기 중에 배출되는...",success,Not in Blacklist,2023-12-27
22,尹정부 '원전 3배 늘려 탄소중립' 국제적 선언 동참,http://weekly.chosun.com/news/articleView.html?idxno=30636,주간조선언론사 선정,3주 전,탄소포집저장 투자,"수소, 탄소 포집·활용·저장 기술(CCUS) 등 무탄소 에너지를 적극 활용해야 한다고 강조한 것으로 알려졌다. 이에 EU 측은 탄소중립을 위해 기술중립적인... 탄소중립을 위해서는 원전 비중을 50%까지 올려야 한다는 분석을 내놓기도 했다. 2050년 원전 비중을 절반까지 늘릴 경우 '탈원전' 대비 전력설비 비...",fail,Not in Blacklist,2023-12-27
